transcripts	A	T/U	C	G	GC	total	GC%
YAL055W_mRNA	187	126	89	141	230	543	0.42357274401473294
YDL139C_mRNA	276	123	121	152	273	672	0.40625
YBL051C_mRNA	698	525	469	315	784	2007	0.3906327852516193
YOR012W_mRNA	128	112	84	90	174	414	0.42028985507246375
YBR054W_mRNA	283	331	203	218	421	1035	0.4067632850241546
YNL338W_mRNA	53	22	76	8	84	159	0.5283018867924528
YJL121C_mRNA	186	199	167	165	332	717	0.4630404463040446
YDR295C_mRNA	756	510	391	368	759	2025	0.3748148148148148
YNL216W_mRNA	814	639	503	528	1031	2484	0.41505636070853463
YDR080W_mRNA	1050	900	458	571	1029	2979	0.34541792547834843
YLR274W_mRNA	779	682	409	458	867	2328	0.37242268041237114
YPR176C_mRNA	273	313	162	230	392	978	0.40081799591002043
YLR004C_mRNA	430	512	316	314	630	1572	0.40076335877862596
YBR043C_mRNA	626	597	399	448	847	2070	0.4091787439613527
YLL015W_mRNA	1457	1499	769	955	1724	4680	0.3683760683760684
YCR035C_mRNA	415	317	192	261	453	1185	0.3822784810126582
YOR092W_mRNA	536	553	414	339	753	1842	0.40879478827361565
YLL002W_mRNA	439	360	259	253	512	1311	0.3905415713196034
YLR355C_mRNA	328	311	269	280	549	1188	0.4621212121212121
YJL137C_mRNA	373	324	232	214	446	1143	0.3902012248468941
YBR091C_mRNA	98	85	61	86	147	330	0.44545454545454544
YOR150W_mRNA	163	130	89	110	199	492	0.40447154471544716
YOR143C_mRNA	336	291	156	177	333	960	0.346875
YHR007C_mRNA	468	489	310	326	636	1593	0.3992467043314501
YGL129C_mRNA	469	382	267	235	502	1353	0.37102734663710274
YDR031W_mRNA	140	98	44	84	128	366	0.34972677595628415
YOR320C_mRNA	500	449	248	279	527	1476	0.35704607046070463
YDR453C_mRNA	178	167	122	124	246	591	0.41624365482233505
YPR102C_mRNA	166	137	101	121	222	525	0.4228571428571429
YHL013C_mRNA	358	218	142	206	348	924	0.37662337662337664
YGR100W_mRNA	939	823	483	608	1091	2853	0.38240448650543285
YNL309W_mRNA	408	273	343	239	582	1263	0.46080760095011875
YLR193C_mRNA	177	133	112	106	218	528	0.4128787878787879
YLR277C_mRNA	766	692	397	485	882	2340	0.3769230769230769
YJL221C_mRNA	545	466	352	407	759	1770	0.4288135593220339
YDR059C_mRNA	119	140	100	88	188	447	0.42058165548098436
YER060W_mRNA	383	538	304	362	666	1587	0.41965973534971646
YHR116W_mRNA	148	82	127	99	226	456	0.4956140350877193
YCR047W-A_mRNA	50	47	69	41	110	207	0.5314009661835749
YGL031C_mRNA	166	107	91	104	195	468	0.4166666666666667
YOL092W_mRNA	239	319	185	184	369	927	0.39805825242718446
YKL040C_mRNA	273	209	120	169	289	771	0.3748378728923476
YJL124C_mRNA	183	125	97	114	211	519	0.40655105973025046
YLR338W_mRNA	202	226	170	260	430	858	0.5011655011655012
YOR313C_mRNA	378	268	165	206	371	1017	0.3647984267453294
YOR189W_mRNA	140	67	62	82	144	351	0.41025641025641024
YER010C_mRNA	218	197	149	141	290	705	0.41134751773049644
YLR185W_mRNA	75	72	61	59	120	267	0.449438202247191
YPL279C_mRNA	298	397	214	219	433	1128	0.38386524822695034
YOL072W_mRNA	437	364	313	254	567	1368	0.4144736842105263
YOL079W_mRNA	89	166	78	66	144	399	0.3609022556390977
YJR088C_mRNA	307	255	133	184	317	879	0.36063708759954494
YBR190W_mRNA	95	71	68	78	146	312	0.46794871794871795
YDR427W_mRNA	412	372	199	199	398	1182	0.33671742808798644
YIL082W_mRNA	320	205	189	159	348	873	0.39862542955326463
YBR111C_mRNA	235	178	130	153	283	696	0.40660919540229884
YJL225W-A_mRNA	111	154	140	78	218	483	0.45134575569358176
YCR049C_mRNA	89	114	136	108	244	447	0.5458612975391499
YNL304W_mRNA	410	301	247	296	543	1254	0.43301435406698563
YDL229W_mRNA	510	530	384	418	802	1842	0.43539630836047777
YBL033C_mRNA	315	225	232	266	498	1038	0.4797687861271676
YLL042C_mRNA	157	157	91	99	190	504	0.376984126984127
YEL047C_mRNA	400	396	287	330	617	1413	0.43665958952583156
YGL213C_mRNA	355	377	206	256	462	1194	0.3869346733668342
YDR407C_mRNA	1315	1145	711	699	1410	3870	0.3643410852713178
YDR233C_mRNA	272	257	210	149	359	888	0.40427927927927926
YKL048C_mRNA	657	531	334	401	735	1923	0.38221528861154447
YJL184W_mRNA	126	63	79	104	183	372	0.49193548387096775
YMR068W_mRNA	423	296	260	302	562	1281	0.43871975019516
YBL104C_mRNA	1046	854	548	669	1217	3117	0.3904395251844722
YBL080C_mRNA	519	438	316	353	669	1626	0.4114391143911439
YMR017W_mRNA	444	267	219	264	483	1194	0.4045226130653266
YGL118C_mRNA	151	132	68	87	155	438	0.3538812785388128
YGR050C_mRNA	104	107	67	79	146	357	0.40896358543417366
YBR290W_mRNA	358	236	169	203	372	966	0.38509316770186336
YAL042W_mRNA	325	304	282	337	619	1248	0.49599358974358976
YLR411W_mRNA	217	224	120	165	285	726	0.3925619834710744
YAL045C_mRNA	71	92	78	68	146	309	0.47249190938511326
YBL042C_mRNA	510	608	385	417	802	1920	0.41770833333333335
YER095W_mRNA	321	320	226	336	562	1203	0.46716541978387366
YDR359C_mRNA	1062	707	582	598	1180	2949	0.4001356391997287
Q0115_mRNA	618	641	120	175	295	1554	0.18983268983268983
YBR105C_mRNA	347	281	251	210	461	1089	0.4233241505968779
YLR239C_mRNA	359	254	168	206	374	987	0.3789260385005066
YGR028W_mRNA	360	316	187	226	413	1089	0.379247015610652
YJL189W_mRNA	68	26	32	30	62	156	0.3974358974358974
YJL013C_mRNA	581	387	270	310	580	1548	0.37467700258397935
YJR101W_mRNA	251	236	146	168	314	801	0.3920099875156055
YDR460W_mRNA	355	230	148	233	381	966	0.3944099378881988
YBR104W_mRNA	299	281	171	239	410	990	0.41414141414141414
YGR030C_mRNA	186	140	73	78	151	477	0.3165618448637317
YNL219C_mRNA	473	576	303	316	619	1668	0.37110311750599523
YER131W_mRNA	122	80	78	80	158	360	0.4388888888888889
YFR033C_mRNA	157	81	70	136	206	444	0.46396396396396394
YNL268W_mRNA	471	583	374	408	782	1836	0.42592592592592593
YHR018C_mRNA	413	406	247	326	573	1392	0.41163793103448276
YNL048W_mRNA	530	517	262	338	600	1647	0.36429872495446264
YEL053W-A_mRNA	83	114	76	75	151	348	0.4339080459770115
YBL048W_mRNA	64	152	46	50	96	312	0.3076923076923077
YLR308W_mRNA	304	273	184	178	362	939	0.3855165069222577
YHL043W_mRNA	154	154	96	109	205	513	0.3996101364522417
YIL045W_mRNA	590	431	295	301	596	1617	0.3685837971552257
YLR361C_mRNA	540	510	311	376	687	1737	0.3955094991364421
YDR450W_mRNA	142	118	87	94	181	441	0.41043083900226757
YIR007W_mRNA	732	639	468	456	924	2295	0.40261437908496733
YOR271C_mRNA	257	264	234	229	463	984	0.47052845528455284
YDR050C_mRNA	198	218	151	180	331	747	0.4431057563587684
YGL033W_mRNA	269	156	101	119	220	645	0.34108527131782945
YOL123W_mRNA	570	372	332	331	663	1605	0.4130841121495327
YAL051W_mRNA	1056	915	570	603	1173	3144	0.37309160305343514
YJR021C_mRNA	317	183	216	229	445	945	0.4708994708994709
YLL038C_mRNA	248	150	163	183	346	744	0.4650537634408602
YHR096C_mRNA	451	584	338	406	744	1779	0.418212478920742
YCR099C_mRNA	166	126	71	105	176	468	0.37606837606837606
YMR006C_mRNA	579	657	453	432	885	2121	0.41725601131541723
YMR227C_mRNA	689	348	276	460	736	1773	0.41511562323745066
YDR529C_mRNA	122	99	83	80	163	384	0.4244791666666667
YJR062C_mRNA	453	400	232	289	521	1374	0.3791848617176128
YJL169W_mRNA	114	132	56	67	123	369	0.3333333333333333
YLR180W_mRNA	311	293	270	275	545	1149	0.47432550043516103
YLR149C-A_mRNA	28	30	12	17	29	87	0.3333333333333333
YJL152W_mRNA	93	87	91	89	180	360	0.5
YNR045W_mRNA	487	371	298	314	612	1470	0.4163265306122449
YMR206W_mRNA	296	225	241	180	421	942	0.4469214437367304
YMR180C_mRNA	335	247	201	180	381	963	0.3956386292834891
YHR054C_mRNA	383	358	162	162	324	1065	0.30422535211267604
YCL029C_mRNA	487	258	294	284	578	1323	0.436885865457294
YPR198W_mRNA	455	563	297	317	614	1632	0.3762254901960784
YLR210W_mRNA	476	380	236	291	527	1383	0.3810556760665221
YML099C_mRNA	894	716	495	538	1033	2643	0.3908437381763148
YPL026C_mRNA	509	416	311	273	584	1509	0.38701126573889993
YMR036C_mRNA	564	475	317	309	626	1665	0.375975975975976
YPL273W_mRNA	305	279	191	203	394	978	0.40286298568507156
YGR083C_mRNA	696	497	382	381	763	1956	0.39008179959100203
YGR277C_mRNA	292	237	175	214	389	918	0.42374727668845313
YPL049C_mRNA	430	272	342	315	657	1359	0.48344370860927155
YDL030W_mRNA	564	427	260	342	602	1593	0.37790332705586943
YMR185W_mRNA	1036	897	485	528	1013	2946	0.3438560760353021
YPL064C_mRNA	340	216	139	211	350	906	0.38631346578366443
YOR108C-A_mRNA	70	58	42	40	82	210	0.3904761904761905
YEL050W-A_mRNA	52	73	37	30	67	192	0.3489583333333333
YDR179C_mRNA	206	128	65	90	155	489	0.3169734151329243
YBL055C_mRNA	394	354	226	283	509	1257	0.4049323786793954
YPL280W_mRNA	218	189	145	162	307	714	0.42997198879551823
YGL242C_mRNA	183	142	83	138	221	546	0.40476190476190477
YLR458W_mRNA	83	153	91	54	145	381	0.3805774278215223
YEL023C_mRNA	689	598	327	435	762	2049	0.3718887262079063
YNL056W_mRNA	189	161	104	140	244	594	0.4107744107744108
YFR054C_mRNA	145	203	137	94	231	579	0.39896373056994816
YMR048W_mRNA	329	244	153	228	381	954	0.39937106918238996
YKR055W_mRNA	280	242	180	174	354	876	0.4041095890410959
YGL226W_mRNA	121	89	63	99	162	372	0.43548387096774194
YHR192W_mRNA	297	201	170	169	339	837	0.4050179211469534
YGL022W_mRNA	514	667	483	493	976	2157	0.4524802967083913
YGR146C-A_mRNA	26	70	38	28	66	162	0.4074074074074074
YOR230W_mRNA	389	360	286	279	565	1314	0.4299847792998478
YHR212W-A_mRNA	57	62	47	38	85	204	0.4166666666666667
YLR434C_mRNA	125	147	60	52	112	384	0.2916666666666667
YDR249C_mRNA	346	372	202	202	404	1122	0.3600713012477718
YNL070W_mRNA	51	68	36	28	64	183	0.34972677595628415
YPR003C_mRNA	703	700	435	427	862	2265	0.3805739514348786
YGL137W_mRNA	826	764	482	598	1080	2670	0.4044943820224719
YHL015W-A_mRNA	24	29	16	15	31	84	0.36904761904761907
YAL058W_mRNA	463	391	313	342	655	1509	0.4340622929092114
YJR129C_mRNA	334	246	198	242	440	1020	0.43137254901960786
YKR016W_mRNA	606	408	307	302	609	1623	0.3752310536044362
YMR072W_mRNA	203	139	111	99	210	552	0.3804347826086957
YOR014W_mRNA	786	631	438	419	857	2274	0.37686895338610377
YOR242C_mRNA	419	315	166	216	382	1116	0.34229390681003585
YOR231W_mRNA	504	414	304	305	609	1527	0.3988212180746562
YNR025C_mRNA	84	150	85	41	126	360	0.35
YDR004W_mRNA	456	389	246	292	538	1383	0.38900939985538685
YKL065W-A_mRNA	85	69	27	41	68	222	0.3063063063063063
YDR326C_mRNA	1540	1202	813	762	1575	4317	0.3648366921473245
YNL236W_mRNA	999	850	554	522	1076	2925	0.36786324786324787
YDL195W_mRNA	1179	1031	895	717	1612	3822	0.4217687074829932
YHR036W_mRNA	489	353	289	285	574	1416	0.4053672316384181
YGR183C_mRNA	61	65	34	41	75	201	0.373134328358209
YJL019W_mRNA	706	528	393	422	815	2049	0.3977550024402147
YGR261C_mRNA	794	723	437	476	913	2430	0.3757201646090535
YNR029C_mRNA	436	335	215	304	519	1290	0.40232558139534885
YGR258C_mRNA	1099	754	507	736	1243	3096	0.40148578811369506
YMR160W_mRNA	860	687	456	448	904	2451	0.3688290493676051
YMR278W_mRNA	615	524	353	377	730	1869	0.39058319957196364
YKL183W_mRNA	279	198	222	222	444	921	0.4820846905537459
YLR243W_mRNA	267	235	154	163	317	819	0.38705738705738707
YCR028C_mRNA	412	508	265	354	619	1539	0.40220922677063026
YML047C_mRNA	375	327	156	201	357	1059	0.3371104815864023
YKL006W_mRNA	112	119	81	105	186	417	0.4460431654676259
YHR007C-A_mRNA	73	58	56	29	85	216	0.39351851851851855
YHR182W_mRNA	849	620	449	440	889	2358	0.37701441899915183
YOR095C_mRNA	250	227	123	177	300	777	0.3861003861003861
YDR030C_mRNA	553	408	240	320	560	1521	0.36817882971729127
YER068C-A_mRNA	123	144	75	90	165	432	0.3819444444444444
YER050C_mRNA	163	92	81	81	162	417	0.38848920863309355
YGL126W_mRNA	236	275	300	332	632	1143	0.552930883639545
YGL057C_mRNA	288	252	164	160	324	864	0.375
YMR080C_mRNA	906	858	546	606	1152	2916	0.3950617283950617
YHL046C_mRNA	93	89	109	72	181	363	0.4986225895316804
YPL265W_mRNA	474	631	341	381	722	1827	0.39518336070060206
YOR229W_mRNA	426	335	315	328	643	1404	0.457977207977208
YOR232W_mRNA	256	169	114	148	262	687	0.3813682678311499
YDR372C_mRNA	360	301	148	229	377	1038	0.3631984585741811
YGR280C_mRNA	331	143	132	210	342	816	0.41911764705882354
YCR082W_mRNA	134	100	73	80	153	387	0.3953488372093023
YER151C_mRNA	979	669	576	515	1091	2739	0.398320554947061
YDL104C_mRNA	403	342	206	273	479	1224	0.39133986928104575
YLR462W_mRNA	189	169	119	132	251	609	0.4121510673234811
YIL061C_mRNA	308	198	212	185	397	903	0.43964562569213733
YLR266C_mRNA	679	675	350	402	752	2106	0.3570750237416904
YNL157W_mRNA	190	115	101	101	202	507	0.398422090729783
YEL059W_mRNA	50	118	76	65	141	309	0.4563106796116505
YOR147W_mRNA	646	567	336	320	656	1869	0.35098983413590157
YIL104C_mRNA	548	394	260	322	582	1524	0.38188976377952755
YHR162W_mRNA	96	114	83	97	180	390	0.46153846153846156
YER078C_mRNA	486	448	276	326	602	1536	0.3919270833333333
YDR007W_mRNA	197	194	115	169	284	675	0.42074074074074075
YDR424C_mRNA	92	72	47	68	115	279	0.4121863799283154
YPR036W-A_mRNA	47	63	60	34	94	204	0.46078431372549017
YLL036C_mRNA	506	391	297	318	615	1512	0.40674603174603174
YBL059W_mRNA	212	142	106	122	228	582	0.3917525773195876
YBR073W_mRNA	1010	772	513	582	1095	2877	0.3806047966631908
YOL159C-A_mRNA	91	87	42	53	95	273	0.34798534798534797
YDR276C_mRNA	37	62	36	33	69	168	0.4107142857142857
YOR233W_mRNA	817	601	492	493	985	2403	0.4099042863087807
YPL044C_mRNA	131	190	136	92	228	549	0.41530054644808745
YDR524C-A_mRNA	23	54	23	20	43	120	0.35833333333333334
YLR352W_mRNA	790	725	474	435	909	2424	0.375
YNL102W_mRNA	1504	1245	732	926	1658	4407	0.37621965055593376
YFR032C-B_mRNA	84	81	59	40	99	264	0.375
YDL001W_mRNA	464	345	217	267	484	1293	0.374323279195669
YGL194C-A_mRNA	76	83	36	48	84	243	0.345679012345679
YGR209C_mRNA	85	94	66	70	136	315	0.43174603174603177
YJL157C_mRNA	827	684	443	539	982	2493	0.39390292819895706
YJR032W_mRNA	407	342	189	244	433	1182	0.3663282571912014
YOR011W-A_mRNA	69	73	33	32	65	207	0.3140096618357488
YLR447C_mRNA	333	312	182	211	393	1038	0.3786127167630058
YLR290C_mRNA	291	240	147	156	303	834	0.36330935251798563
YOL078W_mRNA	1271	907	639	714	1353	3531	0.38317757009345793
YNL017C_mRNA	100	85	93	61	154	339	0.45427728613569324
YBL059C-A_mRNA	132	75	47	76	123	330	0.37272727272727274
YOR391C_mRNA	219	187	146	162	308	714	0.43137254901960786
YCR106W_mRNA	800	776	429	494	923	2499	0.36934773909563823
YNL245C_mRNA	208	107	103	122	225	540	0.4166666666666667
Q0143_mRNA	55	63	22	13	35	153	0.22875816993464052
YPL227C_mRNA	337	301	159	208	367	1005	0.36517412935323385
YKL145W_mRNA	450	371	246	337	583	1404	0.41524216524216523
YNL241C_mRNA	430	361	351	376	727	1518	0.47891963109354413
YDL107W_mRNA	395	282	160	219	379	1056	0.35890151515151514
YHL044W_mRNA	224	230	125	129	254	708	0.3587570621468927
YER161C_mRNA	392	199	171	240	411	1002	0.4101796407185629
YOL099C_mRNA	125	195	73	99	172	492	0.34959349593495936
YNL014W_mRNA	1004	872	538	721	1259	3135	0.40159489633173845
YFL005W_mRNA	201	184	106	157	263	648	0.4058641975308642
YPL174C_mRNA	995	713	409	490	899	2607	0.34484081319524357
YBR256C_mRNA	236	205	113	163	276	717	0.38493723849372385
YJR076C_mRNA	435	316	228	269	497	1248	0.39823717948717946
YNL024C_mRNA	232	214	116	179	295	741	0.398110661268556
YBL062W_mRNA	89	157	76	59	135	381	0.3543307086614173
YLR322W_mRNA	77	127	53	58	111	315	0.3523809523809524
YGR011W_mRNA	104	104	67	52	119	327	0.363914373088685
YBL091C_mRNA	415	302	248	301	549	1266	0.43364928909952605
YCL002C_mRNA	215	299	133	145	278	792	0.351010101010101
YDR207C_mRNA	828	567	646	470	1116	2511	0.4444444444444444
YDR488C_mRNA	450	351	350	451	801	1602	0.5
YOR001W_mRNA	748	607	393	454	847	2202	0.3846503178928247
Q0045_mRNA	489	636	239	241	480	1605	0.29906542056074764
YJR135W-A_mRNA	83	82	49	50	99	264	0.375
YGL041W-A_mRNA	171	114	80	100	180	465	0.3870967741935484
YDR296W_mRNA	218	149	142	172	314	681	0.461086637298091
YLL065W_mRNA	116	106	106	23	129	351	0.36752136752136755
YHR089C_mRNA	166	161	110	181	291	618	0.470873786407767
YMR268C_mRNA	490	354	231	260	491	1335	0.36779026217228467
YGR060W_mRNA	254	292	214	170	384	930	0.4129032258064516
YOL112W_mRNA	476	397	231	375	606	1479	0.40973630831643004
YMR164C_mRNA	836	556	526	359	885	2277	0.38866930171277997
YBL056W_mRNA	434	426	222	325	547	1407	0.38877043354655294
YGL216W_mRNA	817	588	493	520	1013	2418	0.41894127377998347
YPR172W_mRNA	204	161	117	121	238	603	0.3946932006633499
YNL020C_mRNA	648	513	410	346	756	1917	0.39436619718309857
YFL018C_mRNA	475	391	288	346	634	1500	0.4226666666666667
YER087W_mRNA	591	474	279	387	666	1731	0.3847487001733102
YLR357W_mRNA	932	663	544	531	1075	2670	0.40262172284644193
YIL095W_mRNA	846	671	473	443	916	2433	0.3764899301274147
YOL016C_mRNA	430	373	218	323	541	1344	0.4025297619047619
YML020W_mRNA	693	506	385	411	796	1995	0.39899749373433585
YPL172C_mRNA	429	402	279	279	558	1389	0.4017278617710583
YJL100W_mRNA	573	452	404	395	799	1824	0.4380482456140351
YJL145W_mRNA	310	227	158	190	348	885	0.39322033898305087
YOL119C_mRNA	414	487	264	341	605	1506	0.40172642762284194
YLR046C_mRNA	221	284	141	167	308	813	0.37884378843788435
YLR122C_mRNA	100	121	83	74	157	378	0.41534391534391535
YGL036W_mRNA	936	813	540	441	981	2730	0.35934065934065934
YCL010C_mRNA	244	172	159	205	364	780	0.4666666666666667
YKL069W_mRNA	170	155	100	118	218	543	0.4014732965009208
YPR013C_mRNA	330	231	230	163	393	954	0.4119496855345912
YER052C_mRNA	474	488	307	315	622	1584	0.3926767676767677
YJR011C_mRNA	277	248	116	145	261	786	0.3320610687022901
YDL123W_mRNA	99	128	115	81	196	423	0.46335697399527187
YDL089W_mRNA	494	448	253	260	513	1455	0.3525773195876289
YGR129W_mRNA	270	126	94	158	252	648	0.3888888888888889
YBL011W_mRNA	710	589	484	497	981	2280	0.43026315789473685
YPL161C_mRNA	665	556	321	360	681	1902	0.3580441640378549
YPL087W_mRNA	255	327	168	204	372	954	0.389937106918239
YLR404W_mRNA	278	266	165	149	314	858	0.36596736596736595
YER044C-A_mRNA	442	359	202	224	426	1227	0.3471882640586797
YJR151W-A_mRNA	12	21	10	8	18	51	0.35294117647058826
YLR347W-A_mRNA	39	34	31	37	68	141	0.48226950354609927
YLR409C_mRNA	885	830	507	598	1105	2820	0.39184397163120566
YDL213C_mRNA	267	125	126	160	286	678	0.4218289085545723
YJL144W_mRNA	106	64	67	78	145	315	0.4603174603174603
YGR161W-C_mRNA	81	69	62	67	129	279	0.46236559139784944
YBR033W_mRNA	933	760	525	542	1067	2760	0.38659420289855073
YER141W_mRNA	415	447	269	330	599	1461	0.40999315537303216
YJR135C_mRNA	256	195	123	146	269	720	0.3736111111111111
YLR295C_mRNA	129	89	77	80	157	375	0.4186666666666667
YHR121W_mRNA	209	136	95	124	219	564	0.3882978723404255
YBL074C_mRNA	364	298	187	219	406	1068	0.3801498127340824
YOR353C_mRNA	841	623	457	455	912	2376	0.3838383838383838
YKL080W_mRNA	369	357	232	221	453	1179	0.3842239185750636
YJL206C_mRNA	744	661	442	430	872	2277	0.38296003513394816
YGL170C_mRNA	470	327	217	228	445	1242	0.35829307568438
YOR285W_mRNA	125	122	79	94	173	420	0.4119047619047619
YCL005W-A_mRNA	49	75	43	55	98	222	0.44144144144144143
YNL240C_mRNA	388	328	360	400	760	1476	0.5149051490514905
YDR183C-A_mRNA	81	105	43	29	72	258	0.27906976744186046
YHR063W-A_mRNA	78	133	76	49	125	336	0.37202380952380953
YDR524C_mRNA	492	440	276	241	517	1449	0.35679779158040026
YDR440W_mRNA	625	468	302	354	656	1749	0.37507146941109204
YDL238C_mRNA	444	395	299	332	631	1470	0.42925170068027213
YDR048C_mRNA	92	118	60	45	105	315	0.3333333333333333
YKL023W_mRNA	341	151	136	206	342	834	0.41007194244604317
YLR137W_mRNA	309	277	242	276	518	1104	0.4692028985507246
YLR226W_mRNA	444	336	186	222	408	1188	0.3434343434343434
YGR026W_mRNA	265	269	146	157	303	837	0.36200716845878134
YDR082W_mRNA	503	433	239	310	549	1485	0.3696969696969697
YPL080C_mRNA	90	99	77	61	138	327	0.42201834862385323
YHR063C_mRNA	383	329	200	228	428	1140	0.37543859649122807
YEL015W_mRNA	574	430	309	343	652	1656	0.39371980676328505
YOL042W_mRNA	363	331	183	215	398	1092	0.36446886446886445
YGL105W_mRNA	371	282	231	247	478	1131	0.42263483642793986
YCR091W_mRNA	750	548	457	408	865	2163	0.39990753582986593
YOR064C_mRNA	230	163	108	159	267	660	0.40454545454545454
YKL169C_mRNA	91	134	91	68	159	384	0.4140625
YPR160W-A_mRNA	23	27	12	19	31	81	0.38271604938271603
YKL181W_mRNA	370	379	236	299	535	1284	0.4166666666666667
YLR157W-E_mRNA	34	49	51	31	82	165	0.49696969696969695
YBR161W_mRNA	362	337	213	219	432	1131	0.3819628647214854
YOR070C_mRNA	617	520	409	368	777	1914	0.4059561128526646
YPR141C_mRNA	884	547	347	412	759	2190	0.34657534246575344
YHR132C_mRNA	378	364	248	303	551	1293	0.42614075792730083
YFL016C_mRNA	465	350	337	384	721	1536	0.4694010416666667
YOR013W_mRNA	134	119	107	111	218	471	0.46284501061571126
YDR033W_mRNA	257	323	199	184	383	963	0.39771547248182765
YLL008W_mRNA	783	551	369	556	925	2259	0.40947321823815847
YOR097C_mRNA	186	143	84	115	199	528	0.3768939393939394
YJL031C_mRNA	370	268	138	208	346	984	0.3516260162601626
YNL109W_mRNA	151	187	122	86	208	546	0.38095238095238093
YIL088C_mRNA	407	496	275	295	570	1473	0.3869653767820774
YNR076W_mRNA	95	89	108	71	179	363	0.4931129476584022
YOR008C_mRNA	339	294	265	239	504	1137	0.44327176781002636
YGL096W_mRNA	289	211	183	148	331	831	0.3983152827918171
YPL220W_mRNA	185	198	127	144	271	654	0.41437308868501527
YBR085C-A_mRNA	82	70	48	58	106	258	0.4108527131782946
YBR176W_mRNA	294	272	172	201	373	939	0.3972310969116081
YDL233W_mRNA	424	373	298	282	580	1377	0.4212055192447349
YLR067C_mRNA	1026	838	481	553	1034	2898	0.35679779158040026
YHR026W_mRNA	137	238	117	150	267	642	0.4158878504672897
YBR055C_mRNA	967	726	450	557	1007	2700	0.37296296296296294
YML006C_mRNA	834	627	450	414	864	2325	0.3716129032258065
YPR153W_mRNA	106	149	76	92	168	423	0.3971631205673759
YOL143C_mRNA	151	139	97	123	220	510	0.43137254901960786
YCR081W_mRNA	1470	1308	776	730	1506	4284	0.35154061624649857
YJL045W_mRNA	555	503	375	472	847	1905	0.44461942257217846
YJL083W_mRNA	590	418	431	376	807	1815	0.4446280991735537
YBR299W_mRNA	544	503	327	381	708	1755	0.40341880341880343
YOR106W_mRNA	330	180	183	159	342	852	0.4014084507042254
YGL064C_mRNA	586	436	345	319	664	1686	0.39383155397390274
YER007W_mRNA	540	470	231	316	547	1557	0.35131663455362877
YKR005C_mRNA	517	437	288	336	624	1578	0.39543726235741444
YOR274W_mRNA	464	320	226	277	503	1287	0.39083139083139085
YMR275C_mRNA	950	798	600	583	1183	2931	0.40361651313544866
YDR200C_mRNA	694	449	333	339	672	1815	0.3702479338842975
YPR107C_mRNA	218	172	108	129	237	627	0.37799043062200954
YDL092W_mRNA	167	107	74	93	167	441	0.3786848072562358
YGR065C_mRNA	496	591	320	375	695	1782	0.3900112233445567
YLL046C_mRNA	323	177	106	144	250	750	0.3333333333333333
YML094W_mRNA	190	106	102	94	196	492	0.3983739837398374
YOR108W_mRNA	543	515	367	390	757	1815	0.41707988980716254
YJL129C_mRNA	1266	991	701	750	1451	3708	0.3913160733549083
YFL052W_mRNA	398	417	270	313	583	1398	0.41702432045779686
YNR006W_mRNA	661	450	400	358	758	1869	0.4055644729802033
YGR214W_mRNA	218	198	181	162	343	759	0.4519104084321476
YGL051W_mRNA	207	206	145	147	292	705	0.41418439716312055
YOR197W_mRNA	400	348	274	277	551	1299	0.4241724403387221
YER126C_mRNA	278	193	126	189	315	786	0.40076335877862596
YDL208W_mRNA	170	105	93	103	196	471	0.416135881104034
YLR033W_mRNA	566	417	235	291	526	1509	0.34857521537442016
YOL138C_mRNA	1412	1008	821	785	1606	4026	0.3989071038251366
YGR133W_mRNA	168	143	117	124	241	552	0.4365942028985507
YHL048C-A_mRNA	40	41	24	30	54	135	0.4
YCL050C_mRNA	320	266	204	176	380	966	0.39337474120082816
YDR138W_mRNA	806	630	393	430	823	2259	0.36432049579459935
YCL047C_mRNA	242	231	142	162	304	777	0.3912483912483912
YLR364W_mRNA	100	97	59	74	133	330	0.403030303030303
YJR070C_mRNA	299	238	218	223	441	978	0.450920245398773
YER147C-A_mRNA	101	141	89	80	169	411	0.41119221411192214
YGL221C_mRNA	260	217	188	202	390	867	0.44982698961937717
YFR021W_mRNA	456	398	329	320	649	1503	0.4318030605455755
YKL077W_mRNA	390	346	212	231	443	1179	0.3757421543681086
YLR106C_mRNA	4973	4205	2611	2944	5555	14733	0.3770447295187674
YGR103W_mRNA	677	472	283	386	669	1818	0.367986798679868
YLR286W-A_mRNA	39	38	34	24	58	135	0.42962962962962964
YJL033W_mRNA	830	599	401	483	884	2313	0.382187635105923
YIL066C_mRNA	767	755	548	540	1088	2610	0.4168582375478927
YCR094W_mRNA	405	338	207	226	433	1176	0.3681972789115646
YBL071W-A_mRNA	70	68	53	58	111	249	0.4457831325301205
YPL165C_mRNA	365	346	198	213	411	1122	0.3663101604278075
YPL205C_mRNA	88	136	67	54	121	345	0.3507246376811594
YLR299C-A_mRNA	21	33	24	15	39	93	0.41935483870967744
YBL064C_mRNA	248	210	164	164	328	786	0.4173027989821883
YOL135C_mRNA	231	137	168	133	301	669	0.4499252615844544
YOL065C_mRNA	373	337	199	246	445	1155	0.3852813852813853
YDR390C_mRNA	652	547	349	363	712	1911	0.37257980115122974
YOR187W_mRNA	386	376	245	307	552	1314	0.4200913242009132
YJL067W_mRNA	83	112	76	80	156	351	0.4444444444444444
YOR124C_mRNA	1331	1090	663	735	1398	3819	0.36606441476826396
YPL002C_mRNA	220	213	108	161	269	702	0.3831908831908832
